id,title,titlePinyin,titleEnglish,notBefore,notAfter,dzt_date
KR1c0015,詩經集傳,Shījīng jí zhuàn,Collected Commentary on the Classic of Poetry,1177,1200,
KR1c0016,慈湖詩傳,Cíhú Shī zhuàn,Cíhú's Commentary on the Classic of Poetry,1180,1226,
KR1c0017,呂氏家塾讀詩記,Lǚshì jiāshú dú Shī jì,Mr. Lǚ's Family-School Notes on Reading the Classic of Poetry,1170,1181,
KR1c0018,續呂氏家塾讀詩記,Xù Lǚshì jiāshú dú Shī jì,Continuation of Mr. Lǚ's Family-School Notes on Reading the Classic of Poetry,1190,1215,
KR1c0019,絜齋毛詩經筵講義,Jiézhāi Máoshī jīngyán jiǎngyì,Master Jiézhāi's Imperial-Lecture Discourses on the Mao Recension of the Classic of Poetry,1199,1207,
KR1c0020,毛詩講義,Máoshī jiǎngyì,Discourses on the Mao Recension of the Classic of Poetry,1208,1224,
KR1c0021,詩童子問,Shī tóngzǐ wèn,A Child's Questions on the Classic of Poetry,1200,1230,
KR1c0022,段氏毛詩集解,Duànshì máoshī jíjiě,,1200,1248,
KR1c0023,詩緝,Shī jí,Compiled Commentary on the Classic of Poetry,1240,1255,
KR1c0024,詩傳遺說,Shī zhuàn yíshuō,Posthumous Sayings on the Commentary on the Classic of Poetry,1235,1235,
KR1c0025,詩考,Shī kǎo,Investigations on the Classic of Poetry,1270,1296,
KR1c0026,詩地理考,Shī dìlǐ kǎo,Geographical Investigations on the Classic of Poetry,1270,1296,
KR1c0027,詩集傳名物鈔,Shī jí zhuàn míngwù chāo,Excerpts on Names and Things from the Collected Commentary on the Classic of Poetry,1300,1337,
KR1c0028,詩傳通釋,Shī zhuàn tōngshì,Comprehensive Explanation of the Commentary on the Classic of Poetry,1300,1380,
KR1c0029,詩傳旁通,Shī zhuàn pángtōng,A Side-Connecting Commentary on the Commentary on the Classic of Poetry,1320,1344,
KR1c0030,詩經疏義會通,Shījīng shūyì huìtōng,Sub-commentary on the Classic of Poetry (Comprehensive),1340,1347,
KR1c0031,詩疑問,Shī yíwèn,,1342,1352,
KR1c0032,詩纘緒,Shī zuǎn xù,A Continuation-Thread on the Classic of Poetry,1341,1380,
KR1c0033,詩演義,Shī yǎnyì,An Expansion of the Meaning of the Classic of Poetry,1340,1389,
KR1c0034,詩解頤,Shī jiě yí,Smiles at the Classic of Poetry -- An Exposition,1370,1385,
KR1c0035,詩傳大全,Shī zhuàn dàquán,The Comprehensive Compendium of the Commentary on the Classic of Poetry,1414,1415,
KR1c0036,詩說解頤,Shī shuō jiě yí,Smiles at the Discourse on the Classic of Poetry,1530,1563,
KR1c0037,讀詩私記,Dú Shī sī jì,Personal Notes on Reading the Classic of Poetry,1570,1570,
KR1c0038,詩故,Shī gù,Old Readings on the Classic of Poetry,1580,1624,
KR1c0039,六家詩名物疏,Liù jiā Shī míngwù shū,Six-Schools Catalogue of Names and Things in the Classic of Poetry,1600,1605,
KR1c0040,重訂詩經疑問,Chóngdìng Shī jīng yíwèn,Revised Questions on the Classic of Poetry,1611,1627,
KR1c0041,詩經世本古義,Shī jīng shìběn gǔyì,The Generations-Based Old Reading of the Classic of Poetry,1641,1641,
KR1c0042,待軒詩記,Dài xuān Shī jì,Notes on the Classic of Poetry from the Hall of Waiting,1640,1676,
KR1c0043,讀詩略記,Dú Shī lüè jì,Brief Notes on Reading the Classic of Poetry,1640,1670,
KR1c0044,欽定詩經傳說彙纂,Qīnding Shī jīng zhuànshuō huìzuǎn,Imperially-Established Synthesis of Commentary and Discussion on the Classic of Poetry,1721,1727,
KR1c0045,御纂詩義折中,Yùzuǎn Shī yì zhézhōng,Imperially Edited Balanced Reading of the Meaning of the Classic of Poetry,1755,1755,
KR1c0046,田間詩學,Tiánjiān Shī xué,Field-side Studies on the Classic of Poetry,1689,1689,
KR1c0047,詩經稗疏,Shī jīng bài shū,Weed-pulling Notes on the Classic of Poetry,1650,1692,
KR1c0048,詩經通義,Shī jīng tōng yì,General Meaning of the Classic of Poetry,1660,1683,
KR1c0049,毛詩稽古編,Máo Shī jī gǔ biān,A Compendium Investigating Antiquity in the Mao Recension of the Poetry,1687,1687,
KR1c0050,詩所,Shī suǒ,The Place of the Poetry,1718,1718,
KR1c0051,毛詩寫官記,Máo Shī xiě guān jì,Notes by the Transcriber-Official on the Mao Recension of the Poetry,1660,1716,
KR1c0052,詩札,Shī zhá,Letters on the Poetry,1660,1716,
KR1c0053,詩傳詩說駁義,Shī zhuàn Shī shuō bó yì,,1660,1716,
KR1c0054,續詩傳鳥名卷,Xù Shī zhuàn niǎo míng juǎn,Continuation Volume on the Bird Names in the Tradition on the Poetry,1660,1716,
KR1c0055,詩識名解,Shī shí míng jiě,Identifications and Explanations of the Names in the Classic of Poetry,1700,1777,
KR1c0056,詩傳名物集覽,Shī zhuàn míng wù jí lǎn,Collected Survey of the Names and Things in the Tradition on the Poetry,1688,1727,
KR1c0057,詩說,Shī shuō,An Account of the Classic of Poetry,1691,1696,
KR1c0058,詩經劄記,Shī jīng zhájì,Notebook on the Classic of Poetry,1700,1736,
KR1c0059,讀詩質疑,Dú Shī zhì yí,Doubts and Verifications from Reading the Poetry,1697,1713,
KR1c0060,毛詩類釋,Máo Shī lèi shì,Categorical Explanation of the Mao Recension of the Poetry,1752,1753,
KR1c0061,詩疑辨證,Shī yí biàn zhèng,Distinguishing-and-Corroborating the Doubtful Points of the Poetry,1700,1778,
KR1c0062,三家詩拾遺,Sān jiā Shī shí yí,Recovered Fragments of the Three Schools' Poetry,1760,1760,
KR1c0063,詩瀋,Shī chén,Deep Reading of the Poetry,1759,1759,
KR1c0064,詩序補義,Shī xù bǔ yì,Supplementary Commentary on the Preface to the Poetry,1754,1754,
KR1c0065,虞東學詩,Yúdōng xuéshī,,1754,1779,
KR1c0066,韓詩外傳,Hán Shī wài zhuàn,Outer Tradition of the Hán Recension of the Poetry,-180,-130,
KR1c0067,易洞林,Yì dòng lín,Forest of Insights into the Changes,310,324,
KR1c0068,毛詩譜注,Máo Shī pǔ zhù,Annotations on the Genealogical Chart of the Mao Recension of the Poetry,220,280,
KR1c0069,毛詩徐氏音,Máo Shī Xú-shì yīn,Master Xu's Phonological Glosses on the Mao Recension of the Poetry,370,397,
KR1c0070,毛詩序義,Máo Shī xù yì,The Significance of the Preface(s) to the Mao Recension of the Poetry,400,423,
KR1d,,,,,,
KR1d0001,周禮(正文),Zhōulǐ,The Rites of Zhōu,-300,-100,
KR1d0002,周禮,Zhōulǐ,"The Rites of Zhōu, with Zhèng Xuán's annotation and Lù Démíng's phonetic gloss",-300,200,
KR1d0003,周禮注疏,Zhōulǐ zhùshū,"The Rites of Zhōu, with Annotation and Sub-Commentary",650,655,
KR1d0004,周官新義,Zhōuguān xīnyì,New Meaning of the Zhōuguān,1071,1075,
KR1d0005,周禮詳解,Zhōulǐ xiángjiě,Detailed Explication of the Rites of Zhōu,1100,1126,
KR1d0006,周禮復古編,Zhōulǐ fùgǔ biān,Restoring the Antiquity of the Rites of Zhōu,1172,1200,
KR1d0007,禮經會元,Lǐjīng huìyuán,Returning to the Source -- An Anthology on the Ritual Classic,1180,1240,
KR1d0008,太平經國書,Tàipíng jīngguó shū,The Book of Bringing Great Peace to the State,1200,1240,
KR1d0009,周官總義,Zhōuguān zǒngyì,The General Meaning of the Officials of Zhōu,1190,1230,
KR1d0010,周禮訂義,Zhōulǐ dìngyì,The Settled Meaning of the Rites of Zhōu,1230,1242,
KR1d0011,鬳齋考工記解,Yànzhāi Kǎogōngjì jiě,Yànzhāi's Explanation of the Records of the Examination of Crafts,1235,1264,
KR1d0012,周禮句解,Zhōulǐ jùjiě,"The Rites of Zhōu, Glossed by Clause",1280,1318,
KR1d0013,周禮集說,Zhōulǐ jíshuō,Collected Explanations of the Rites of Zhōu,1200,1284,
KR1d0014,周官集傳,Zhōuguān jíchuán,Collected Commentary on the Officials of Zhōu,1297,1320,
KR1d0015,周禮傳,Zhōulǐ zhuàn,A Transmission of the Rites of Zhōu,1540,1558,
KR1d0016,周禮全經釋原,Zhōulǐ quánjīng shìyuán,"The Complete Classic of the Rites of Zhōu, Explicating the Source",1540,1545,
KR1d0017,周禮註疏刪翼,Zhōulǐ zhùshū shānyì,"The Annotation-and-Sub-Commentary of the Rites of Zhōu, Trimmed and Winged",1605,1644,
KR1d0018,欽定周官義疏,Qīndìng Zhōuguān yìshū,Imperially Commissioned Sub-Commentary on the Officials of Zhōu,1736,1748,
KR1d0019,周禮述註,Zhōulǐ shùzhù,A Transmissive Annotation of the Rites of Zhōu,1690,1720,
KR1d0020,周禮纂訓,Zhōulǐ zuǎnxùn,A Compiled-and-Glossed Rites of Zhōu,1693,1706,
KR1d0021,周官集注,Zhōuguān jízhù,Collected Annotation on the Officials of Zhōu,1715,1720,
KR1d0022,禮說,Lǐ shuō,Discussions of the Rites,1709,1741,
KR1d0023,周官祿田考,Zhōuguān lùtián kǎo,An Investigation of the Stipend-Lands of the Officials of Zhōu,1730,1752,
KR1d0024,周禮疑義舉要,Zhōulǐ yíyì jǔyào,Lifting Up the Essentials of Doubtful Meanings in the Rites of Zhōu,1730,1762,
KR1d0025,儀禮(正文),Yílǐ,Etiquette and Ceremonial,-300,-100,
KR1d0026,儀禮,Yílǐ,"Etiquette and Ceremonial, with Zhèng Xuán's Annotation",-300,200,
KR1d0027,儀禮疏,Yílǐ shū,Sub-Commentary on the Yílǐ,650,655,
KR1d0028,儀禮注疏,Yílǐ zhùshū,"Etiquette and Ceremonial, with Annotation and Sub-Commentary",650,655,
KR1d0029,儀禮識誤,Yílǐ shíwù,Identifying Errors in the Yílǐ,1172,1175,
KR1d0030,儀禮集釋,Yílǐ jíshì,Collected Explications of the Yílǐ,1193,1200,
KR1d0031,儀禮釋宫,Yílǐ shìgōng,An Explication of the Architectural Spaces of the Yílǐ,1193,1200,
KR1d0032,儀禮圖,Yílǐ tú,Diagrams of the Yílǐ,1220,1228,
KR1d0033,儀禮要義,Yílǐ yàoyì,The Essential Meanings of the Yílǐ,1225,1237,
KR1d0034,儀禮逸經,Yílǐ yìjīng,The Lost Classic of the Yílǐ,1290,1330,
KR1d0035,儀禮集說,Yílǐ jíshuō,Collected Explanations of the Yílǐ,1290,1301,
KR1d0036,經禮補逸,Jīnglǐ bǔyì,Supplementing the Lost Material of the Ritual Classic,1340,1369,
KR1d0037,欽定儀禮義疏,Qīndìng Yílǐ yìshū,Imperially Commissioned Sub-Commentary on the Yílǐ,1736,1748,
KR1d0038,儀禮鄭註句讀,Yílǐ Zhèngzhù jùdòu,"The Yílǐ with Zhèng's Annotation, Punctuated",1670,1677,
KR1d0039,儀禮商,Yílǐ shāng,Discussions on the Yílǐ,1670,1683,
KR1d0040,儀禮述註,Yílǐ shùzhù,A Transmissive Annotation of the Yílǐ,1690,1720,
KR1d0041,儀禮析疑,Yílǐ xīyí,Analyzing the Doubts in the Yílǐ,1720,1749,
KR1d0042,儀禮章句,Yílǐ zhāngjù,"The Yílǐ, Parsed by Chapter and Section",1730,1755,
KR1d0043,補饗禮,Bǔ xiǎnglǐ,,1736,1769,
KR1d0044,禮經本義,Lǐjīng běnyì,The Original Meaning of the Ritual Classic,1720,1737,
KR1d0045,宮室考,Gōngshì kǎo,Investigation of Palaces and Rooms,1733,1744,
KR1d0046,天子肆獻祼饋食禮,Tiānzǐ sìxiànguàn kuìshí lǐ,The Royal Sì-Xiàn-Guàn-and-Food-Offering Ritual,1733,1744,
KR1d0047,儀禮釋宮增注,Yílǐ shìgōng zēngzhù,An Augmented Annotation of the Yílǐ Shìgōng,1730,1762,
KR1d0048,儀禮小疏,Yílǐ xiǎoshū,A Minor Sub-Commentary on the Yílǐ,1730,1752,
KR1d0049,儀禮集編,Yílǐ jíbiān,Compiled Edition of the Yílǐ,1740,1747,
KR1d0050,內外服制通釋,Nèiwài fúzhì tōngshì,Comprehensive Explanation of the System of Inner-and-Outer Mourning Garments,1260,1276,
KR1d0051,讀禮通考,Dúlǐ tōngkǎo,A Comprehensive Investigation Read While Mourning,1680,1696,
KR1d0052,禮記(正文),Lǐjì,The Book of Rites,-200,-50,
KR1d0053,禮記注疏,Lǐjì zhùshū,The Record of Rites with Commentary and Sub-commentary,642,653,
KR1d0054,纂圖互註禮記,Zuǎntú hùzhù Lǐjì,The Lǐjì with Compiled Diagrams and Cross-Annotations,1200,1280,
KR1d0055,禮記要義,Lǐjì yàoyì,Essential Meanings of the Book of Rites,1220,1237,
KR1d0056,月令解,Yuèlìng jiě,An Exposition of the Monthly Ordinances,1234,1240,
KR1d0057,禮記集說,Lǐjì jíshuō,Collected Expositions of the Book of Rites,1205,1232,
KR1d0058,禮記纂言,Lǐjì zuǎnyán,A Compiled Discussion of the Book of Rites,1332,1333,
KR1d0059,禮記集說,Lǐjì jíshuō,Collected Expositions of the Book of Rites,1322,1322,
KR1d0060,禮記大全,Lǐjì dàquán,The Great Completeness of the Book of Rites,1415,1415,
KR1d0061,禮記正義殘,Lǐjì zhèngyì cán,The Correct Significance of the Book of Rites — Fragment,642,653,
KR1d0062,月令明義,Yuèlìng míngyì,The Clarified Meaning of the Monthly Ordinances,1638,1638,
KR1d0063,表記集傳,Biǎojì jízhuàn,Collected Tradition on the Record of Markers,1638,1638,
KR1d0064,坊記集傳,Fāngjì jízhuàn,Collected Tradition on the Record of Embankments,1638,1638,
KR1d0065,緇衣集傳,Zīyī jízhuàn,Collected Tradition on the Black Robes,1638,1638,
KR1d0066,儒行集傳,Rúxíng jízhuàn,Collected Tradition on the Conduct of Confucians,1638,1638,
KR1d0067,日講禮記解義,Rìjiǎng Lǐjì jiěyì,Imperial Daily Lectures -- Exposition of the Book of Rites,1690,1747,
KR1d0068,欽定禮記義疏,Qīndìng Lǐjì yìshū,Imperial Imperially-Determined Exposition-and-Commentary on the Book of Rites,1748,1748,
KR1d0069,深衣考,Shēnyī kǎo,An Investigation of the Shēn-yī Robe,1670,1695,
KR1d0070,陳氏禮記集說補正,Chénshì Lǐjì jíshuō bǔzhèng,Supplements and Corrections to Mr Chén's Lǐjì jíshuō,1675,1685,
KR1d0071,禮記述註,Lǐjì shùzhù,A Restated Annotation of the Book of Rites,1708,1708,
KR1d0072,禮記析疑,Lǐjì xīyí,Analysis of Doubts in the Book of Rites,1700,1749,
KR1d0073,檀弓疑問,Tángōng yíwèn,Doubts and Questions on the Tángōng Chapter,1723,1740,
KR1d0074,禮記訓義擇言,Lǐjì xùnyì zéyán,Selected Sayings on the Training-and-Meaning of the Book of Rites,1720,1762,
KR1d0075,深衣考誤,Shēnyī kǎowù,Investigation into the Errors of [Previous] Studies of the Shēn-yī,1720,1762,
KR1d0076,大戴禮記,DàDài Lǐjì,The Greater Dài's Records of Ritual,-50,50,
KR1d0077,夏小正戴氏傳,Xià xiǎo zhèng Dàishì zhuàn,The Dài Tradition on the Xià Lesser Annals,1110,1130,
KR1d0078,三禮圖集注,Sānlǐ tú jízhù,Collected Annotations on the Diagrams of the Three Ritual Classics,956,962,
KR1d0079,三禮圖,Sānlǐ tú,Diagrams of the Three Ritual Classics,1490,1490,
KR1d0080,學禮質疑,Xuélǐ zhíyí,Doubts and Questions on the Study of Ritual,1660,1683,
KR1d0081,讀禮志疑,Dúlǐ zhìyí,Notes on Doubts While Reading the Ritual Classics,1665,1693,
KR1d0082,郊社禘祫問,Jiāoshè dìxiá wèn,"Questions on the Suburban Sacrifice, the Altar of Soil, the Dì, and the Xiá",1685,1716,
KR1d0083,參讀禮志疑,Cāndú lǐ zhìyí,Companion-Reading Notes on Doubts in the Ritual Classics,1730,1759,
KR1d0084,禮書,Lǐshū,The Book of Ritual,1080,1093,
KR1d0085,儀禮經傳通解,Yílǐ jīngzhuàn tōngjiě,A Comprehensive Exposition of the Yílǐ Canon-and-Tradition,1190,1227,
KR1d0086,禮書綱目,Lǐshū gāngmù,Outline-and-Items of the Book of Ritual,1735,1762,
KR1d0087,五禮通考,Wǔlǐ tōngkǎo,A Comprehensive Investigation of the Five Rituals,1755,1761,
KR1d0088,書儀,Shūyí,Etiquette of Documents,1075,1086,
KR1d0089,家禮,Jiālǐ,Family Rituals,1170,1200,
KR1d0090,泰泉鄉禮,Tàiquán xiānglǐ,The Tàiquán Community-Ritual Handbook,1540,1560,
KR1d0091,朱子禮纂,Zhūzǐ lǐzuǎn,A Compilation of Master Zhū's Ritual Discussions,1700,1718,
KR1d0092,辨定祭禮通俗譜,Biàndìng jìlǐ tōngsú pǔ,A Practical Handbook of Determined Sacrificial Ritual,1685,1716,
KR1d0093,後養議,Hòuyǎng yì,Discussion of the After-Care [of Two Mothers],317,336,
KR1d0094,通疑,Tōngyí,Penetrating the Doubts [of Ritual],317,356,
KR1d0095,廣林,Guǎnglín,Broadening the [Sānglǐ-fú] Corpus,317,356,
KR1d0096,釋滯,Shìzhì,Resolving Stuck-Points [in Mourning Ritual],317,356,
KR1d0097,凶禮,Xiōnglǐ,[Treatise on] Inauspicious Rituals,268,320,
KR1d0098,祭典,Jìdiǎn,Canon of Sacrifices,317,372,
KR1d0099,禮雜問,Lǐ záwèn,Miscellaneous Questions on Ritual,339,401,
KR1d0100,雜祭法,Zájìfǎ,Miscellaneous Sacrificial Procedures,284,350,
KR1d0101,禮論,Lǐlùn,Discussions on Ritual,425,447,
KR1d0102,禮論答問,Lǐlùn dáwèn,Question-and-Answer on Discussions of Ritual,339,376,
KR1d0103,禮義答問,Lǐyì dáwèn,Question-and-Answer on Ritual Principles,479,493,
KR1d0104,禮論鈔略,Lǐlùn chāolüè,Excerpt-Abridgement of the Discussions on Ritual,454,489,
KR1d0105,禮疑義,Lǐ yíyì,Doubtful Meanings of Ritual,502,524,
KR1d0106,逆降義,Nìjiàng yì,Inverse-Downgrading Doctrine,281,356,
KR1d0107,決疑要注,Juéyí yàozhù,Essential Annotations for Resolving Doubts,281,311,
KR1d0108,周官禮異同評,Zhōuguān lǐ yìtóng píng,Evaluation of Similarities and Differences in the Zhōuguān-Ritual [Transmissions],220,280,
KR1d0109,周禮徐氏音,Zhōulǐ Xú-shì yīn,Master Xú's Phonological Commentary on the Zhōulǐ,339,397,
KR1d0110,周禮李氏音,Zhōulǐ Lǐ-shì yīn,Master Lǐ's Phonological Commentary on the Zhōulǐ,317,419,
KR1d0111,周禮聶氏音,Zhōulǐ Niè-shì yīn,Master Niè's Phonological Commentary on the Zhōulǐ,386,535,
KR1d0112,周禮劉氏音,Zhōulǐ Liú-shì yīn,Master Liú's Phonological Commentary on the Zhōulǐ,317,419,
KR1d0113,王氏喪服要記,Wáng-shì sāngfú yàojì,Master Wáng's Essential Notes on Mourning Dress,220,256,
KR1d0114,喪服變除圖,Sāngfú biànchú tú,Chart of Mourning-Dress Reduction-and-Removal,220,280,
KR1d0115,喪服要集,Sāngfú yàojí,Essential Compilation on Mourning Dress,222,285,
KR1d0116,喪服釋疑,Sāngfú shìyí,Resolving Doubts on Mourning Dress,265,320,
KR1d0117,賀氏喪服譜,Hè-shì sāngfú pǔ,Master Hè's Genealogical Chart of Mourning Dress,280,319,
KR1d0118,賀氏喪服要記,Hè-shì sāngfú yàojì,Master Hè's Essential Notes on Mourning Dress,280,319,
KR1d0119,葛氏喪服變除,Gě-shì sāngfú biànchú,Master Gě's [Chart of] Mourning-Dress Reduction-and-Removal,283,343,
KR1d0120,蔡氏喪服譜,Cài-shì sāngfú pǔ,Master Cài's Genealogical Chart of Mourning Dress,281,356,
KR1d0121,周氏喪服注,Zhōu-shì sāngfú zhù,Master Zhōu's Annotation on Mourning Dress,377,423,
KR1d0122,集注喪服經傳,Jízhù sāngfú jīngzhuàn,Collected Annotation on the Mourning-Dress Classic and Tradition,372,451,
KR1d0123,喪服難問,Sāngfú nánwèn,Difficult Questions on Mourning Dress,220,280,
KR1d0124,喪服古今集記,Sāngfú gǔjīn jíjì,"Collected Records on Mourning Dress, Ancient and Modern",472,489,
KR1d0125,喪服世行要記,Sāngfú shìxíng yàojì,Essential Notes on Mourning Dress in Contemporary Practice,472,502,
KR1d0126,禮記音義隱,Lǐjì yīnyì yǐn,Hidden Sounds and Meanings of the Lǐjì,220,280,
KR1d0127,禮記范氏音,Lǐjì Fàn-shì yīn,Master Fàn's Phonological Commentary on the Lǐjì,330,410,
KR1d0128,禮記徐氏音,Lǐjì Xú-shì yīn,Master Xú's Phonological Commentary on the Lǐjì,339,397,
KR1d0129,禮記劉氏音,Lǐjì Liú-shì yīn,Master Liú's Phonological Commentary on the Lǐjì,317,419,
KR1d0130,禮記新義疏,Lǐjì xīnyì shū,New Sub-Commentary on the Lǐjì,502,520,
KR1d0131,皇覽逸禮一卷附中霤禮,Huánglǎn yìlǐ yī juàn fù Zhōngliú lǐ,"Lost-Ritual Fragments from the Huánglǎn, with Appended Hearth-Sacrifice Ritual",220,245,
KR1d0132,五禮駁,Wǔlǐ bó,Refutations on the Five Rites,252,311,
KR1d0133,雜禮議,Zálǐ yì,Miscellaneous Ritual Discussions,220,280,
KR1d0134,禮統,Lǐtǒng,Comprehensive [Outline of] Ritual,220,419,
KR1d0135,梁氏三禮圖,Liáng-shì Sānlǐ tú,Master Liáng's Illustrated [Compendium of the] Three Rites,618,906,
KR1d0136,明堂制度論,Míngtáng zhìdù lùn,Discussion of the Míngtáng [Cosmic-Hall] System,484,515,
